Финансирование,Результативность НИР,Квалификация исполнителей,Новизна результатов,Готовность результатов,Новые дисциплины,Учебная продукция
9288.125,213.861,2,2,Малая,Технические,Литература
43525.267,360.406,3,2,Малая,Технические,Литература
4619.824,218.15,3,1,Малая,Технические,Лабораторное оборудование
36990.509,426.237,3,2,Частичная,Гуманитарные,Лабораторное оборудование
27640.402,337.718,3,3,Малая,Гуманитарные,Литература
62699.734,361.302,2,3,Малая,Технические,Лабораторное оборудование
40867.028,276.924,3,3,Малая,Гуманитарные,Литература
38912.204,370.693,3,5,Частичная,Технические,Лабораторное оборудование
20570.993,262.44,2,2,Малая,Гуманитарные,Лабораторное оборудование
58787.103,600.0,5,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
48693.656,324.217,3,3,Частичная,Технические,Лабораторное оборудование
4710.327,326.365,2,2,Малая,Гуманитарные,Литература
64278.304,537.675,4,3,Частичная,Гуманитарные,Лабораторное оборудование
33537.509,492.802,5,4,Частичная,Гуманитарные,Лабораторное оборудование
53163.014,429.419,4,3,Малая,Технические,Лабораторное оборудование
59928.605,365.029,3,3,Малая,Технические,Литература
15011.801,246.84,1,2,Отсутствует,Технические,Отсутствует
10424.332,212.104,1,1,Малая,Технические,Литература
4402.698,258.383,2,2,Отсутствует,Технические,Отсутствует
28935.442,167.097,1,2,Малая,Технические,Литература
5319.746,136.632,3,3,Отсутствует,Технические,Литература
56509.529,405.776,3,3,Малая,Гуманитарные,Лабораторное оборудование
16803.981,364.238,2,1,Малая,Гуманитарные,Литература
60060.402,480.697,3,3,Частичная,Технические,Лабораторное оборудование
69511.957,462.606,4,4,Частичная,Гуманитарные,Лабораторное оборудование
33735.196,337.3,2,2,Малая,Технические,Лабораторное оборудование
52761.092,480.615,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
47813.922,372.744,3,3,Частичная,Гуманитарные,Лабораторное оборудование
54666.805,292.937,2,2,Малая,Гуманитарные,Литература
63623.771,356.544,3,3,Частичная,Гуманитарные,Лабораторное оборудование
63472.615,432.11,3,5,Малая,Гуманитарные,Лабораторное оборудование
52441.773,351.885,3,2,Частичная,Технические,Лабораторное оборудование
22031.516,183.403,3,2,Отсутствует,Технические,Литература
28603.033,333.416,4,3,Частичная,Гуманитарные,Литература
56573.207,337.848,2,3,Малая,Технические,Литература
69072.04,488.025,4,4,Есть опытные образцы,Гуманитарные,Литература и оборудование
15143.94,345.253,3,2,Частичная,Гуманитарные,Лабораторное оборудование
3763.354,216.511,2,1,Малая,Технические,Литература
22836.089,445.828,4,4,Частичная,Технические,Лабораторное оборудование
9699.239,228.641,1,2,Отсутствует,Технические,Литература
21816.976,258.765,2,2,Малая,Технические,Литература
5199.719,230.153,3,2,Малая,Технические,Литература
14993.931,412.257,3,3,Малая,Технические,Литература
68799.798,507.294,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
11482.665,376.865,2,3,Малая,Гуманитарные,Литература
7671.591,270.723,1,2,Отсутствует,Технические,Литература
27041.457,250.449,2,2,Малая,Технические,Лабораторное оборудование
43822.849,451.392,4,4,Частичная,Гуманитарные,Литература
44064.076,302.278,3,3,Малая,Технические,Литература
5118.354,398.077,3,3,Малая,Технические,Лабораторное оборудование
11649.767,184.441,1,3,Малая,Технические,Литература
33062.859,223.008,1,2,Отсутствует,Отсутствуют,Литература
48294.515,455.866,4,3,Частичная,Гуманитарные,Лабораторное оборудование
15560.262,203.309,3,2,Малая,Технические,Литература
10761.462,307.853,3,3,Частичная,Технические,Лабораторное оборудование
37416.935,331.096,3,3,Частичная,Гуманитарные,Лабораторное оборудование
38093.123,382.701,3,5,Частичная,Гуманитарные,Лабораторное оборудование
49097.054,348.672,3,3,Малая,Технические,Лабораторное оборудование
53801.994,489.701,4,4,Частичная,Гуманитарные,Лабораторное оборудование
46344.974,295.91,3,2,Частичная,Гуманитарные,Лабораторное оборудование
50082.331,399.486,4,3,Частичная,Гуманитарные,Лабораторное оборудование
9546.105,153.479,2,4,Отсутствует,Технические,Литература
49053.802,263.193,3,3,Малая,Технические,Лабораторное оборудование
21164.868,350.967,5,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
10502.732,236.263,2,2,Малая,Технические,Литература
21995.885,337.956,2,2,Малая,Технические,Литература
40626.35,347.057,3,4,Малая,Гуманитарные,Лабораторное оборудование
40881.449,335.248,3,2,Частичная,Технические,Лабораторное оборудование
26044.265,257.777,1,3,Отсутствует,Технические,Литература
3198.311,213.981,3,3,Малая,Технические,Лабораторное оборудование
12679.122,352.57,3,4,Малая,Технические,Литература
21379.112,292.855,3,3,Малая,Гуманитарные,Лабораторное оборудование
63030.012,516.363,3,4,Малая,Гуманитарные,Лабораторное оборудование
51677.862,368.771,2,3,Малая,Технические,Лабораторное оборудование
64788.632,452.258,3,3,Частичная,Гуманитарные,Лабораторное оборудование
3457.51,232.128,3,3,Малая,Технические,Литература
57983.26,470.868,3,3,Частичная,Гуманитарные,Лабораторное оборудование
40212.136,392.428,3,2,Частичная,Гуманитарные,Лабораторное оборудование
10390.185,336.914,4,3,Частичная,Технические,Лабораторное оборудование
10152.414,333.525,2,4,Малая,Технические,Литература
44067.273,277.88,3,2,Малая,Технические,Лабораторное оборудование
21791.548,321.796,3,2,Малая,Технические,Лабораторное оборудование
44789.908,363.548,4,3,Частичная,Технические,Лабораторное оборудование
19007.936,332.635,4,3,Частичная,Гуманитарные,Лабораторное оборудование
24556.766,231.358,2,2,Малая,Технические,Литература
4778.686,199.337,2,3,Отсутствует,Технические,Литература
34718.697,306.394,4,3,Частичная,Технические,Лабораторное оборудование
63992.222,338.965,3,3,Частичная,Технические,Литература
56808.925,323.739,3,3,Малая,Технические,Литература
32630.746,391.084,4,3,Частичная,Гуманитарные,Лабораторное оборудование
48250.099,357.986,3,2,Малая,Технические,Лабораторное оборудование
43663.827,301.89,4,2,Малая,Гуманитарные,Отсутствует
16466.044,420.333,2,4,Малая,Гуманитарные,Литература
3337.854,201.762,2,2,Малая,Гуманитарные,Литература и оборудование
10850.045,428.388,3,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
27956.544,372.044,2,1,Отсутствует,Технические,Лабораторное оборудование
48041.69,404.585,3,3,Частичная,Гуманитарные,Лабораторное оборудование
9055.931,369.457,3,4,Малая,Технические,Лабораторное оборудование
33407.665,277.601,2,2,Малая,Технические,Лабораторное оборудование
44404.402,372.184,3,4,Малая,Гуманитарные,Лабораторное оборудование
63255.956,491.95,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
51330.79,418.541,3,3,Частичная,Технические,Лабораторное оборудование
8466.61,152.897,1,1,Отсутствует,Отсутствуют,Литература
57168.333,328.814,3,2,Малая,Технические,Лабораторное оборудование
40466.256,459.942,4,3,Частичная,Гуманитарные,Лабораторное оборудование
50559.167,440.284,4,5,Частичная,Гуманитарные,Литература
5811.631,240.934,2,3,Малая,Технические,Литература
10507.999,318.052,2,2,Малая,Технические,Лабораторное оборудование
16190.622,314.489,3,2,Малая,Технические,Лабораторное оборудование
23620.24,327.492,3,2,Малая,Гуманитарные,Лабораторное оборудование
33622.46,313.045,3,3,Малая,Гуманитарные,Лабораторное оборудование
26658.287,400.304,4,4,Частичная,Гуманитарные,Литература
4712.756,377.715,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
28958.965,315.736,3,2,Малая,Гуманитарные,Лабораторное оборудование
31174.272,274.545,3,3,Малая,Технические,Литература
55994.318,416.041,3,3,Малая,Технические,Литература
62661.557,398.334,4,4,Частичная,Гуманитарные,Лабораторное оборудование
69440.897,305.797,3,2,Малая,Технические,Лабораторное оборудование
22938.792,387.959,3,5,Частичная,Гуманитарные,Лабораторное оборудование
16738.979,420.897,2,3,Малая,Технические,Лабораторное оборудование
6499.597,162.937,2,3,Отсутствует,Технические,Литература
17477.722,297.071,2,2,Малая,Технические,Литература
40468.517,344.239,2,3,Малая,Гуманитарные,Лабораторное оборудование
18012.656,291.206,4,2,Частичная,Гуманитарные,Лабораторное оборудование
67480.529,598.219,5,5,Есть опытные образцы,Гуманитарные,Литература и оборудование
12740.661,219.627,3,3,Малая,Технические,Литература
29616.95,454.969,3,3,Частичная,Технические,Лабораторное оборудование
40063.858,271.438,2,4,Отсутствует,Технические,Литература
42811.132,303.705,4,2,Частичная,Технические,Лабораторное оборудование
31991.011,356.327,2,2,Малая,Гуманитарные,Лабораторное оборудование
31454.948,361.035,3,4,Частичная,Гуманитарные,Литература
47101.76,420.486,3,3,Частичная,Гуманитарные,Лабораторное оборудование
7148.642,276.06,4,3,Частичная,Технические,Литература
52024.554,338.989,2,3,Малая,Технические,Литература
38793.174,409.089,4,4,Частичная,Технические,Литература
41590.562,419.397,4,4,Частичная,Технические,Лабораторное оборудование
37728.738,285.743,2,3,Малая,Гуманитарные,Лабораторное оборудование
61113.004,377.131,2,2,Малая,Технические,Лабораторное оборудование
44889.038,412.761,3,3,Малая,Гуманитарные,Лабораторное оборудование
35812.487,401.37,3,3,Частичная,Технические,Литература
34219.46,467.906,4,4,Частичная,Гуманитарные,Лабораторное оборудование
9655.391,241.387,2,2,Отсутствует,Технические,Литература
58398.456,346.014,4,4,Частичная,Гуманитарные,Литература
67235.002,493.273,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
10118.486,231.421,2,3,Малая,Технические,Лабораторное оборудование
40433.632,254.46,3,3,Отсутствует,Технические,Лабораторное оборудование
45448.514,372.526,3,2,Частичная,Гуманитарные,Лабораторное оборудование
23088.853,365.295,3,3,Частичная,Технические,Литература
31439.167,328.804,2,3,Малая,Технические,Лабораторное оборудование
43161.062,358.941,3,3,Малая,Технические,Лабораторное оборудование
13390.29,351.79,2,2,Малая,Технические,Литература
3129.58,224.584,3,2,Частичная,Гуманитарные,Литература
47024.64,255.868,2,2,Малая,Технические,Лабораторное оборудование
38734.225,294.654,3,3,Малая,Технические,Литература
46657.052,313.438,2,4,Малая,Гуманитарные,Лабораторное оборудование
66684.21,469.409,3,3,Частичная,Гуманитарные,Лабораторное оборудование
54757.076,448.036,4,2,Частичная,Технические,Лабораторное оборудование
49184.992,453.757,4,3,Частичная,Гуманитарные,Лабораторное оборудование
20479.879,258.684,3,2,Малая,Технические,Лабораторное оборудование
52989.18,321.986,3,2,Малая,Технические,Литература
63783.98,477.169,3,4,Частичная,Гуманитарные,Литература
45222.807,569.355,5,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
61541.257,403.537,3,5,Частичная,Гуманитарные,Литература
30721.351,348.47,3,3,Малая,Гуманитарные,Лабораторное оборудование
7807.072,300.728,4,4,Малая,Технические,Лабораторное оборудование
61188.634,363.11,2,2,Малая,Технические,Лабораторное оборудование
26964.443,198.7,2,2,Отсутствует,Технические,Лабораторное оборудование
14918.213,238.555,2,2,Малая,Технические,Литература
52577.964,412.025,2,2,Частичная,Гуманитарные,Лабораторное оборудование
55971.209,443.871,4,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
26511.545,392.915,3,2,Малая,Технические,Лабораторное оборудование
50118.801,374.791,5,4,Частичная,Гуманитарные,Лабораторное оборудование
48114.859,337.471,3,3,Отсутствует,Технические,Литература
48713.03,302.501,3,3,Малая,Технические,Лабораторное оборудование
69260.822,541.574,4,5,Частичная,Гуманитарные,Лабораторное оборудование
50212.182,401.413,3,4,Частичная,Технические,Лабораторное оборудование
65746.511,468.769,3,4,Частичная,Гуманитарные,Лабораторное оборудование
59426.261,445.766,5,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
60169.857,540.09,4,4,Частичная,Гуманитарные,Лабораторное оборудование
51067.216,392.234,3,3,Частичная,Гуманитарные,Лабораторное оборудование
35029.825,322.568,4,3,Частичная,Гуманитарные,Лабораторное оборудование
40168.657,451.5,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
43208.118,340.848,3,2,Частичная,Технические,Литература
57566.101,479.822,4,2,Частичная,Гуманитарные,Лабораторное оборудование
3837.985,277.266,3,3,Малая,Технические,Литература
27720.774,429.478,4,3,Частичная,Технические,Лабораторное оборудование
36980.501,234.158,3,2,Малая,Технические,Лабораторное оборудование
59149.245,429.02,4,2,Частичная,Гуманитарные,Лабораторное оборудование
13703.261,200.677,3,2,Частичная,Гуманитарные,Лабораторное оборудование
33844.815,265.038,2,3,Малая,Технические,Литература
60216.599,380.146,2,2,Малая,Технические,Литература
22206.183,297.387,4,3,Частичная,Технические,Лабораторное оборудование
53182.279,451.34,4,3,Частичная,Гуманитарные,Лабораторное оборудование
14201.828,326.606,2,2,Малая,Технические,Лабораторное оборудование
42567.567,355.041,2,3,Малая,Технические,Лабораторное оборудование
42575.863,395.774,3,3,Малая,Гуманитарные,Литература
59288.661,382.018,3,2,Частичная,Гуманитарные,Литература и оборудование
40225.165,401.594,4,3,Частичная,Гуманитарные,Лабораторное оборудование
29340.843,208.501,2,2,Малая,Технические,Лабораторное оборудование
47970.843,440.84,4,2,Частичная,Гуманитарные,Литература
34799.42,321.951,3,3,Малая,Гуманитарные,Лабораторное оборудование
59678.197,384.25,3,3,Частичная,Гуманитарные,Лабораторное оборудование
59820.386,430.834,3,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
50584.991,403.349,2,2,Малая,Гуманитарные,Лабораторное оборудование
61100.317,490.256,5,3,Есть опытные образцы,Технические,Лабораторное оборудование
64690.286,391.337,3,3,Малая,Технические,Лабораторное оборудование
9588.222,224.11,2,3,Малая,Гуманитарные,Литература
41809.075,335.806,2,2,Малая,Технические,Литература
50333.573,341.34,2,3,Малая,Гуманитарные,Лабораторное оборудование
36885.505,352.117,3,1,Малая,Отсутствуют,Лабораторное оборудование
17575.599,278.946,2,2,Отсутствует,Технические,Лабораторное оборудование
25165.457,330.979,3,3,Малая,Гуманитарные,Лабораторное оборудование
55631.18,526.202,4,3,Есть опытные образцы,Технические,Лабораторное оборудование
11184.369,203.785,2,2,Малая,Отсутствуют,Литература
28497.852,384.789,4,4,Частичная,Технические,Лабораторное оборудование
68052.458,482.803,3,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
17445.161,434.236,5,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
53563.428,327.542,3,4,Частичная,Гуманитарные,Лабораторное оборудование
51142.591,321.169,2,4,Малая,Технические,Лабораторное оборудование
24263.025,282.215,3,3,Частичная,Гуманитарные,Лабораторное оборудование
42531.249,556.344,4,3,Частичная,Гуманитарные,Лабораторное оборудование
3276.627,263.546,3,2,Частичная,Технические,Литература
59281.137,447.188,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
58766.194,408.805,3,4,Частичная,Гуманитарные,Лабораторное оборудование
40226.973,287.367,2,3,Малая,Технические,Лабораторное оборудование
5273.756,310.509,3,2,Малая,Технические,Лабораторное оборудование
50356.082,311.619,3,3,Частичная,Гуманитарные,Лабораторное оборудование
66100.013,287.874,2,3,Малая,Технические,Литература
28251.595,250.976,2,2,Малая,Гуманитарные,Лабораторное оборудование
53356.341,349.732,2,3,Малая,Технические,Литература
10132.61,343.126,4,4,Частичная,Гуманитарные,Лабораторное оборудование
53642.618,433.542,4,3,Частичная,Технические,Лабораторное оборудование
42947.645,302.002,2,2,Частичная,Технические,Лабораторное оборудование
56730.463,354.809,4,4,Частичная,Гуманитарные,Лабораторное оборудование
17160.325,304.973,3,3,Частичная,Технические,Литература
68974.547,443.758,4,2,Частичная,Технические,Лабораторное оборудование
68250.96,546.689,4,3,Частичная,Технические,Лабораторное оборудование
35141.547,361.959,3,3,Малая,Технические,Лабораторное оборудование
40658.913,422.432,3,3,Частичная,Технические,Лабораторное оборудование
26259.116,241.936,1,1,Отсутствует,Технические,Лабораторное оборудование
12746.292,384.182,4,4,Есть опытные образцы,Гуманитарные,Литература и оборудование
53811.638,385.601,3,1,Частичная,Гуманитарные,Лабораторное оборудование
3635.996,268.944,4,3,Малая,Технические,Литература
31769.376,454.933,4,4,Частичная,Технические,Лабораторное оборудование
11319.965,405.055,3,3,Частичная,Гуманитарные,Лабораторное оборудование
14229.458,299.072,3,3,Частичная,Гуманитарные,Литература
47789.914,392.944,2,4,Малая,Гуманитарные,Лабораторное оборудование
34873.696,413.932,3,3,Малая,Технические,Лабораторное оборудование
60028.026,545.352,4,5,Частичная,Гуманитарные,Лабораторное оборудование
17105.278,343.974,3,2,Малая,Технические,Лабораторное оборудование
53821.982,369.857,2,4,Малая,Технические,Лабораторное оборудование
39871.895,241.708,2,3,Малая,Технические,Лабораторное оборудование
59200.063,382.894,3,3,Частичная,Гуманитарные,Литература
29755.058,421.873,4,3,Частичная,Гуманитарные,Лабораторное оборудование
49677.146,317.087,2,3,Малая,Технические,Лабораторное оборудование
41621.695,288.613,3,1,Частичная,Технические,Лабораторное оборудование
21426.253,384.847,3,3,Малая,Гуманитарные,Лабораторное оборудование
45836.333,389.039,4,4,Частичная,Гуманитарные,Лабораторное оборудование
19736.593,257.035,3,2,Малая,Технические,Лабораторное оборудование
14620.99,159.615,2,1,Отсутствует,Технические,Лабораторное оборудование
42533.499,312.438,4,2,Частичная,Технические,Лабораторное оборудование
42500.361,378.282,3,2,Частичная,Гуманитарные,Лабораторное оборудование
37512.256,352.742,1,1,Малая,Гуманитарные,Лабораторное оборудование
49160.344,427.501,3,3,Частичная,Гуманитарные,Лабораторное оборудование
6316.599,318.147,3,4,Малая,Технические,Лабораторное оборудование
34201.565,329.962,3,3,Частичная,Гуманитарные,Лабораторное оборудование
33644.528,225.321,2,1,Отсутствует,Технические,Литература
13032.206,477.829,4,4,Частичная,Гуманитарные,Лабораторное оборудование
48260.37,392.02,3,5,Частичная,Гуманитарные,Лабораторное оборудование
18123.971,420.136,3,3,Частичная,Технические,Лабораторное оборудование
45543.846,245.681,2,2,Частичная,Гуманитарные,Литература
38278.673,236.346,2,2,Малая,Технические,Литература
46427.175,391.619,3,2,Малая,Технические,Лабораторное оборудование
49860.413,365.409,2,3,Частичная,Технические,Лабораторное оборудование
49586.407,326.628,3,4,Частичная,Гуманитарные,Лабораторное оборудование
17625.834,200.404,1,2,Отсутствует,Технические,Литература
48938.491,376.071,4,5,Частичная,Технические,Литература
5065.852,173.811,3,2,Отсутствует,Технические,Литература
36727.944,336.004,3,2,Малая,Технические,Литература
50408.747,413.402,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
36912.003,343.132,4,3,Малая,Технические,Лабораторное оборудование
45443.838,348.935,4,4,Частичная,Гуманитарные,Литература
18891.072,355.928,3,3,Малая,Технические,Лабораторное оборудование
61260.486,472.756,3,4,Частичная,Гуманитарные,Лабораторное оборудование
22116.643,296.618,3,3,Малая,Технические,Литература
47602.116,291.986,3,2,Малая,Гуманитарные,Лабораторное оборудование
39402.066,393.962,4,3,Частичная,Технические,Лабораторное оборудование
26307.234,298.25,3,2,Малая,Гуманитарные,Литература
65646.301,306.334,2,3,Частичная,Гуманитарные,Лабораторное оборудование
51977.579,407.222,3,2,Частичная,Гуманитарные,Лабораторное оборудование
55508.558,375.874,2,3,Малая,Технические,Литература
60704.747,471.369,4,4,Частичная,Гуманитарные,Лабораторное оборудование
15687.545,287.886,3,3,Малая,Технические,Лабораторное оборудование
38426.04,301.445,2,3,Малая,Технические,Лабораторное оборудование
20045.484,190.887,2,3,Отсутствует,Технические,Лабораторное оборудование
43602.723,317.961,3,2,Малая,Гуманитарные,Литература
56935.48,287.943,2,2,Малая,Технические,Литература
46315.126,463.346,3,2,Частичная,Гуманитарные,Лабораторное оборудование
32846.811,257.898,3,2,Малая,Технические,Лабораторное оборудование
33043.435,393.063,3,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
38814.366,371.102,3,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
28438.024,228.492,3,2,Малая,Технические,Литература
18741.996,344.248,2,3,Малая,Технические,Лабораторное оборудование
52151.366,349.05,2,3,Малая,Технические,Литература
5370.976,322.555,3,3,Малая,Гуманитарные,Лабораторное оборудование
36184.53,382.101,2,4,Малая,Технические,Литература
53184.855,460.746,5,4,Частичная,Гуманитарные,Лабораторное оборудование
6663.986,360.395,3,3,Частичная,Гуманитарные,Лабораторное оборудование
7230.325,299.725,2,3,Отсутствует,Отсутствуют,Лабораторное оборудование
16044.943,251.197,2,3,Малая,Технические,Литература
16099.4,328.265,3,4,Малая,Гуманитарные,Лабораторное оборудование
22942.645,280.499,3,3,Малая,Гуманитарные,Литература
56653.411,421.683,3,4,Частичная,Технические,Литература
45705.703,389.005,3,1,Частичная,Гуманитарные,Лабораторное оборудование
3058.319,234.467,2,3,Отсутствует,Гуманитарные,Литература
44810.746,455.388,4,3,Частичная,Гуманитарные,Лабораторное оборудование
62486.234,446.576,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
44482.679,311.462,3,3,Малая,Гуманитарные,Литература
29692.313,185.697,2,2,Малая,Гуманитарные,Лабораторное оборудование
60555.085,591.893,5,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
34086.356,216.152,2,3,Малая,Технические,Лабораторное оборудование
15145.344,367.444,3,4,Частичная,Гуманитарные,Лабораторное оборудование
54914.338,416.919,4,3,Частичная,Технические,Лабораторное оборудование
33947.277,482.093,4,5,Частичная,Гуманитарные,Лабораторное оборудование
53449.476,403.432,3,3,Частичная,Гуманитарные,Лабораторное оборудование
25754.599,387.792,4,4,Частичная,Гуманитарные,Лабораторное оборудование
34405.411,392.355,3,3,Частичная,Технические,Лабораторное оборудование
49019.388,290.827,3,2,Малая,Гуманитарные,Лабораторное оборудование
37544.252,347.743,3,3,Частичная,Гуманитарные,Лабораторное оборудование
11440.439,212.677,2,3,Малая,Технические,Лабораторное оборудование
29402.072,302.653,2,3,Малая,Технические,Лабораторное оборудование
60943.943,392.233,3,3,Частичная,Гуманитарные,Лабораторное оборудование
31104.451,275.698,3,2,Частичная,Гуманитарные,Лабораторное оборудование
50885.202,359.071,3,2,Частичная,Гуманитарные,Лабораторное оборудование
59606.492,404.517,3,4,Частичная,Технические,Лабораторное оборудование
47820.311,405.681,4,3,Частичная,Гуманитарные,Лабораторное оборудование
7862.206,280.654,3,3,Малая,Технические,Лабораторное оборудование
8820.399,155.315,2,2,Отсутствует,Технические,Лабораторное оборудование
11040.445,295.945,3,2,Частичная,Технические,Лабораторное оборудование
37057.681,305.521,2,3,Отсутствует,Технические,Литература
34880.977,380.134,3,4,Частичная,Технические,Лабораторное оборудование
30307.063,368.645,3,3,Малая,Технические,Лабораторное оборудование
67240.861,523.609,3,4,Частичная,Гуманитарные,Лабораторное оборудование
35447.413,254.553,3,2,Малая,Технические,Литература
64610.526,341.063,3,2,Частичная,Технические,Лабораторное оборудование
49445.026,304.685,3,2,Малая,Технические,Лабораторное оборудование
58136.056,413.493,3,3,Частичная,Технические,Лабораторное оборудование
21251.593,347.204,2,2,Малая,Гуманитарные,Литература
18595.904,270.404,3,2,Малая,Технические,Лабораторное оборудование
46662.757,505.682,4,4,Частичная,Гуманитарные,Лабораторное оборудование
43088.51,263.141,2,3,Отсутствует,Технические,Литература
28208.963,282.753,2,2,Малая,Технические,Лабораторное оборудование
37991.179,346.244,3,3,Малая,Технические,Лабораторное оборудование
38306.231,400.762,4,3,Частичная,Гуманитарные,Лабораторное оборудование
20433.341,400.553,2,4,Малая,Гуманитарные,Литература
28845.862,243.409,3,4,Малая,Гуманитарные,Лабораторное оборудование
19279.492,237.756,2,4,Отсутствует,Технические,Литература
12241.963,209.104,2,2,Отсутствует,Технические,Литература
10339.949,257.83,3,2,Частичная,Технические,Лабораторное оборудование
48376.126,218.936,3,2,Малая,Технические,Литература
63226.054,339.472,3,4,Частичная,Технические,Лабораторное оборудование
16980.822,231.732,3,2,Частичная,Технические,Лабораторное оборудование
11134.18,261.187,3,4,Малая,Гуманитарные,Литература
21866.24,375.952,3,3,Частичная,Гуманитарные,Лабораторное оборудование
34228.765,219.251,2,2,Малая,Технические,Лабораторное оборудование
56877.238,539.831,3,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
8762.134,252.152,3,3,Малая,Гуманитарные,Литература
38863.74,310.406,4,3,Частичная,Технические,Лабораторное оборудование
63175.767,524.209,4,4,Частичная,Гуманитарные,Лабораторное оборудование
54899.155,337.681,3,3,Частичная,Гуманитарные,Лабораторное оборудование
4730.489,189.044,2,1,Отсутствует,Технические,Лабораторное оборудование
66638.647,442.643,4,3,Частичная,Технические,Лабораторное оборудование
40081.188,360.438,3,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
34277.622,468.088,3,3,Частичная,Гуманитарные,Лабораторное оборудование
16679.077,273.54,3,2,Малая,Технические,Лабораторное оборудование
28705.824,316.04,2,4,Частичная,Гуманитарные,Лабораторное оборудование
29681.454,343.403,3,3,Малая,Технические,Лабораторное оборудование
29176.061,286.747,2,2,Малая,Технические,Лабораторное оборудование
39449.092,454.447,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
6623.112,136.149,2,1,Отсутствует,Технические,Литература
37971.483,293.119,3,3,Частичная,Гуманитарные,Литература
18222.414,271.926,3,2,Малая,Технические,Литература
14035.912,304.846,2,3,Малая,Технические,Литература
55305.379,346.689,4,4,Частичная,Гуманитарные,Лабораторное оборудование
16124.65,234.807,3,3,Частичная,Гуманитарные,Литература
67539.672,384.943,3,4,Частичная,Технические,Лабораторное оборудование
57936.465,385.354,3,4,Частичная,Технические,Лабораторное оборудование
3247.64,218.271,2,2,Малая,Технические,Лабораторное оборудование
37479.489,447.837,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
5000.978,259.789,4,3,Малая,Гуманитарные,Лабораторное оборудование
46383.623,348.24,3,3,Частичная,Гуманитарные,Лабораторное оборудование
66267.666,413.006,3,3,Частичная,Технические,Лабораторное оборудование
60181.892,446.038,3,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
41090.237,333.305,3,3,Частичная,Гуманитарные,Лабораторное оборудование
61189.697,525.911,4,4,Частичная,Гуманитарные,Лабораторное оборудование
32084.703,244.275,3,4,Малая,Технические,Лабораторное оборудование
67078.372,403.112,2,3,Малая,Гуманитарные,Лабораторное оборудование
68826.851,519.273,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
47168.491,199.846,2,2,Малая,Технические,Лабораторное оборудование
45266.307,397.1,3,3,Малая,Гуманитарные,Лабораторное оборудование
34025.11,399.096,4,3,Частичная,Технические,Лабораторное оборудование
41021.496,333.297,2,3,Малая,Технические,Лабораторное оборудование
37211.708,386.629,3,4,Малая,Гуманитарные,Лабораторное оборудование
57675.924,312.441,3,3,Малая,Технические,Лабораторное оборудование
66436.805,387.75,3,3,Частичная,Гуманитарные,Лабораторное оборудование
25509.626,243.653,3,3,Малая,Технические,Литература
59657.084,566.676,5,5,Есть опытные образцы,Гуманитарные,Литература и оборудование
64955.039,493.461,3,3,Частичная,Технические,Лабораторное оборудование
34479.266,248.777,3,2,Частичная,Технические,Лабораторное оборудование
65286.821,536.341,5,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
26584.967,343.96,3,3,Частичная,Гуманитарные,Лабораторное оборудование
27500.606,309.526,3,4,Частичная,Технические,Лабораторное оборудование
21184.766,311.743,3,2,Малая,Технические,Лабораторное оборудование
54574.175,384.252,2,3,Малая,Гуманитарные,Лабораторное оборудование
39126.11,392.245,2,3,Малая,Гуманитарные,Литература
15192.881,331.364,3,4,Частичная,Гуманитарные,Лабораторное оборудование
24228.979,313.377,2,2,Малая,Технические,Лабораторное оборудование
4387.538,283.456,3,3,Малая,Технические,Лабораторное оборудование
15006.334,233.303,4,3,Малая,Гуманитарные,Лабораторное оборудование
28213.422,347.608,3,2,Частичная,Гуманитарные,Лабораторное оборудование
65299.02,327.064,2,3,Малая,Технические,Лабораторное оборудование
